ISSN,Title,Business Model,USD,EUR,GBP,JPY,ASJC Code(S)
1044-0283,Global Finance Journal,Hybrid,2780.00,"2,540","2,230","336,410",No Match
2211-9124,Global Food Security,Hybrid,4640.00,"4,230","3,710","561,490",No Match
2414-6447,Global Health Journal,Subsidised,**,**,**,**,No Match
2699-9404,Global Medical Genetics,Subsidised,1500.00,"1,370","1,200","181,520",No Match
2667-0097,Global Pediatrics,Open access,2070.00,"1,890","1,660","250,490",No Match
2589-7918,Global Transitions,Subsidised,450.00,410,360,"54,450",No Match
2666-285X,Global Transitions Proceedings,Open access,250.00,230,200,"30,250",No Match
3050-6085,Glycoscience & Therapy,Subsidised,**,**,**,**,No Match
1342-937X,Gondwana Research,Hybrid,3700.00,"3,370","2,960","447,740",No Match
0740-624X,Government Information Quarterly,Hybrid,3860.00,"3,520","3,090","467,100",No Match
2590-2598,Grain & Oil Science and Technology,Subsidised,**,**,**,**,No Match
1524-0703,Graphical Models,Open access,2120.00,"1,930","1,700","256,540",No Match
2772-5774,Green Analytical Chemistry,Open access,1510.00,"1,380","1,210","182,730",No Match
2950-1555,Green Carbon,Subsidised,**,**,**,**,No Match
2666-9528,Green Chemical Engineering,Subsidised,**,**,**,**,No Match
2468-0257,Green Energy & Environment,Subsidised,**,**,**,**,No Match
2773-1537,Green Energy and Intelligent Transportation,Open access,2340.00,"2,130","1,870","283,160",No Match
2666-5549,Green Synthesis and Catalysis,Subsidised,**,**,**,**,No Match
2949-7361,Green Technologies and Sustainability,Subsidised,**,**,**,**,No Match
2352-801X,Groundwater for Sustainable Development,Hybrid,3220.00,"2,940","2,580","389,650",No Match
1096-6374,Growth Hormone & IGF Research,Hybrid,3440.00,"3,140","2,750","416,270",No Match
0090-8258,Gynecologic Oncology,Hybrid,4060.00,"3,700","3,250","491,300",No Match
2352-5789,Gynecologic Oncology Reports,Open access,910.00,830,730,"110,120",No Match
2667-1646,Gynecology and Obstetrics Clinical Medicine,Subsidised,**,**,**,**,No Match
2468-7189,Gynécologie Obstétrique Fertilité & Sénologie,Hybrid,2710.00,"2,470","2,170","327,940",No Match
0197-3975,Habitat International,Hybrid,3560.00,"3,250","2,850","430,800",No Match
2468-1229,Hand Surgery and Rehabilitation ,Hybrid,3140.00,"2,860","2,510","379,970",No Match
2468-0672,HardwareX,Open access,560.00,510,450,"67,770",No Match
1568-9883,Harmful Algae,Hybrid,4610.00,"4,200","3,690","557,860",No Match
1353-8292,Health & Place,Hybrid,3280.00,"2,990","2,630","396,910",No Match
2949-9232,Health Care Transitions,Open access,2000.00,"1,820","1,600","242,020",No Match
0168-8510,Health Policy,Hybrid,4020.00,"3,670","3,220","486,460",No Match
2211-8837,Health Policy and Technology,Hybrid,3000.00,"2,740","2,400","363,030",No Match
2590-2296,Health Policy OPEN,Open access,2670.00,"2,440","2,140","323,100",No Match
2772-6320,Health Sciences Review,Open access,1970.00,"1,800","1,580","238,390",No Match
3050-6131,Healthcare and Rehabilitation,Subsidised,**,**,**,**,No Match
2213-0764,Healthcare,Hybrid,3610.00,"3,290","2,890","436,850",No Match
0378-5955,Hearing Research,Hybrid,4010.00,"3,660","3,210","485,250",No Match
0147-9563,Heart & Lung,Hybrid,3340.00,"3,050","2,670","404,170",No Match
1547-5271,Heart Rhythm,Hybrid,4290.00,"3,910","3,430","519,130",No Match
2666-5018,Heart Rhythm O2,Open access,2150.00,"1,960","1,720","260,170",No Match
1443-9506,"Heart, Lung and Circulation",Hybrid,2860.00,"2,610","2,290","346,090",No Match
2214-0271,HeartRhythm Case Reports,Open access,1100.00,"1,000",880,"133,110",No Match
2405-8440,Heliyon,Open access,2270.00,"2,030","1,820","274,690",No Match
1109-9666,Hellenic Journal of Cardiology,Subsidised,**,**,**,**,No Match
2531-1379,"Hematology, Transfusion and Cell Therapy",Subsidised,**,**,**,**,No Match
1574-1818,High Energy Density Physics,Hybrid,2740.00,"2,500","2,190","331,570",No Match
2667-2952,High-Confidence Computing,Open access,1500.00,"1,370","1,200","181,520",No Match
2949-8678,High-speed Railway,Subsidised,**,**,**,**,No Match
1889-1837,Hipertensión y Riesgo Vascular,Hybrid,1520.00,"1,390","1,220","183,940",No Match
0315-0860,Historia Mathematica,Hybrid,2630.00,"2,400","2,110","318,260",No Match
2949-9283,hLife,Open access,2000.00,"1,820","1,600","242,020",No Match
0018-506X,Hormones and Behavior,Hybrid,3470.00,"3,160","2,780","419,900",No Match
2468-0141,Horticultural Plant Journal,Subsidised,**,**,**,**,No Match
1365-182X,HPB,Hybrid,3787.00,"3,450","3,030","458,260",No Match
2772-5014,Human Factors in Healthcare,Open access,1750.00,"1,600","1,400","211,770",No Match
2773-0441,Human Gene,Hybrid,2950.00,"2,690","2,360","356,980",No Match
2666-2477,Human Genetics and Genomics Advances,Open access,3300.00,"2,950","2,640","399,330",No Match
0198-8859,Human Immunology,Hybrid,3400.00,"3,100","2,720","411,430",No Match
0167-9457,Human Movement Science,Hybrid,3420.00,"3,120","2,740","413,850",No Match
2666-1497,Human Nutrition & Metabolism,Open access,2340.00,"2,130","1,870","283,160",No Match
0046-8177,Human Pathology,Hybrid,3410.00,"3,110","2,730","412,640",No Match
2772-736X,Human Pathology Reports,Open access,1130.00,"1,030",900,"136,740",No Match
1053-4822,Human Resource Management Review,Hybrid,4930.00,"4,500","3,950","596,580",No Match
3050-6077,Human Settlements and Sustainability,Subsidised,**,**,**,**,No Match
2773-207X,Hybrid Advances,Open access,1500.00,"1,370","1,200","181,520",No Match
0304-386X,Hydrometallurgy,Hybrid,4220.00,"3,850","3,380","510,660",No Match
2589-7578,HydroResearch,Subsidised,700.00,640,560,"84,710",No Match
2773-0492,Hygiene and Environmental Health Advances,Open access,2280.00,"2,080","1,830","275,900",No Match
0386-1112,IATSS Research,Open access,**,**,**,**,No Match
0019-1035,Icarus,Hybrid,3650.00,"3,330","2,920","441,690",No Match
2405-9595,ICT Express,Open access,1500.00,"1,370","1,200","181,520",No Match
2214-2509,IDCases,Open access,1340.00,"1,220","1,070","162,150",No Match
2468-6018,IFAC Journal of Systems and Control,Hybrid,2810.00,"2,560","2,250","340,040",No Match
2405-8963,IFAC-PapersOnLine,None,**,**,**,**,No Match
2949-7086,iGIE,Open access,1800.00,"1,640","1,440","217,820",No Match
2950-4678,IHJ Cardiovascular Reports,Open access,400.00,360,320,"48,400",No Match
0970-3896,IIMB Management Review,Open access,1200.00,"1,090",960,"145,210",No Match
2352-9067,IJC Heart & Vasculature,Open access,3250.00,"2,960","2,600","393,280",No Match
2949-9151,IJID One Health,Open access,1750.00,"1,600","1,400","211,770",No Match
2772-7076,IJID Regions,Open access,1380.00,"1,260","1,100","166,990",No Match
2772-9478,iLiver,Open access,1600.00,"1,460","1,280","193,620",No Match
0262-8856,Image and Vision Computing,Hybrid,2040.00,"1,860","1,630","246,860",No Match
1776-9817,Imagerie de la Femme,Hybrid,1720.00,"1,570","1,380","208,140",No Match
1074-7613,Immunity,Hybrid,9350.00,"8,360","7,490","1,131,440",No Match
2590-0188,Immuno-Oncology Technology,Open access,3170.00,"2,888","2,530","383,600",No Match
0171-2985,Immunobiology,Open access,2770.00,"2,530","2,220","335,200",No Match
2667-1190,ImmunoInformatics,Open access,1850.00,"1,690","1,480","223,870",No Match
0165-2478,Immunology Letters,Hybrid,3120.00,"2,850","2,500","377,550",No Match
2542-3606,In Analysis,Hybrid,1640.00,"1,500","1,320","198,460",No Match
0019-3577,Indagationes Mathematicae,Hybrid,1940.00,"1,770","1,550","234,760",No Match
0019-4832,Indian Heart Journal,Open access,360.00,330,290,"43,560",No Match
0255-0857,Indian Journal of Medical Microbiology,Hybrid,2210.00,"2,020","1,770","267,430",No Match
0972-6292,Indian Pacing and Electrophysiology Journal,Open access,550.00,500,440,"66,560",No Match
2950-3620,Indoor Environments,Open access,1800.00,"1,640","1,440","217,820",No Match
0926-6690,Industrial Crops and Products,Hybrid,3300.00,"3,010","2,640","399,330",No Match
0019-8501,Industrial Marketing Management,Hybrid,3770.00,"3,440","3,020","456,210",No Match
0163-6383,Infant Behavior and Development,Hybrid,3320.00,"3,030","2,660","401,750",No Match
2590-0889,Infection Prevention in Practice,Open access,1500.00,"1,370","1,200","181,520",No Match
2468-0451,"Infection, Disease & Health",Hybrid,1850.00,"1,690","1,480","223,870",No Match
1567-1348,"Infection, Genetics and Evolution",Open access,2660.00,"2,430","2,130","321,890",No Match
2468-0427,Infectious Disease Modelling,Open access,1100.00,"1,000",880,"133,110",No Match
2666-9919,Infectious Diseases Now,Hybrid,1640.00,"1,500","1,320","198,460",No Match
2772-431X,Infectious Medicine,Open access,2300.00,"2,100","1,840","278,320",No Match
2949-9534,Informatics and Health,Subsidised,**,**,**,**,No Match
2352-9148,Informatics in Medicine Unlocked,Open access,2410.00,"2,200","1,930","291,630",No Match
0378-7206,Information & Management,Hybrid,4200.00,"3,830","3,360","508,240",No Match
0890-5401,Information and Computation,Hybrid,2630.00,"2,400","2,110","318,260",No Match
1471-7727,Information and Organization,Hybrid,3490.00,"3,180","2,790","422,320",No Match
0950-5849,Information and Software Technology,Hybrid,3650.00,"3,330","2,920","441,690",No Match
0167-6245,Information Economics and Policy,Hybrid,3640.00,"3,320","2,910","440,480",No Match
1566-2535,Information Fusion,Hybrid,4600.00,"4,200","3,680","556,650",No Match
0306-4573,Information Processing & Management,Hybrid,3550.00,"3,240","2,840","429,590",No Match
2214-3173,Information Processing in Agriculture,Open access,2000.00,"1,820","1,600","242,020",No Match
0020-0190,Information Processing Letters,Hybrid,2400.00,"2,190","1,920","290,420",No Match
0020-0255,Information Sciences,Hybrid,3090.00,"2,820","2,470","373,920",No Match
0306-4379,Information Systems,Hybrid,3230.00,"2,950","2,590","390,860",No Match
1350-4495,Infrared Physics & Technology,Hybrid,2910.00,"2,650","2,330","352,140",No Match
0020-1383,Injury,Hybrid,3410.00,"3,110","2,730","412,640",No Match
2949-7531,Innovation and Green Development,Open access,1900.00,"1,730","1,520","229,920",No Match
1466-8564,Innovative Food Science & Emerging Technologies,Hybrid,4210.00,"3,840","3,370","509,450",No Match
1387-7003,Inorganic Chemistry Communications,Hybrid,3450.00,"3,150","2,760","417,480",No Match
0020-1693,Inorganica Chimica Acta,Hybrid,3680.00,"3,360","2,950","445,320",No Match
0965-1748,Insect Biochemistry and Molecular Biology,Hybrid,3900.00,"3,560","3,120","471,940",No Match
0167-6687,Insurance: Mathematics and Economics,Hybrid,3080.00,"2,810","2,470","372,710",No Match
0167-9260,Integration,Hybrid,2230.00,"2,030","1,790","269,850",No Match
2213-4220,Integrative Medicine Research,Open access,1700.00,"1,550","1,360","205,720",No Match
0160-2896,Intelligence,Hybrid,3430.00,"3,130","2,750","415,060",No Match
2666-5212,Intelligence-Based Medicine,Open access,2360.00,"2,150","1,890","285,580",No Match
2949-866X,Intelligent Pharmacy,Subsidised,**,**,**,**,No Match
3050-5445,Intelligent Sports and Health,Subsidised,**,**,**,**,No Match
2666-6766,Intelligent Surgery,Subsidised,**,**,**,**,No Match
0964-3397,Intensive and Critical Care Nursing,Hybrid,3880.00,"3,540","3,110","469,520",No Match
2214-7519,Interdisciplinary Neurosurgery,Open access,1860.00,"1,700","1,490","225,080",No Match
0966-9795,Intermetallics,Hybrid,2650.00,"2,420","2,120","320,680",No Match
0964-8305,International Biodeterioration & Biodegradation,Hybrid,3760.00,"3,430","3,010","455,000",No Match
0969-5931,International Business Review,Hybrid,4280.00,"3,900","3,430","517,920",No Match
0735-1933,International Communications in Heat and Mass Transfer,Hybrid,3400.00,"3,100","2,720","411,430",No Match
0958-6946,International Dairy Journal,Hybrid,3190.00,"2,910","2,550","386,020",No Match
0020-6539,International Dental Journal,Open access,2550.00,"2,330","2,040","308,580",No Match
2110-7017,International Economics,Hybrid,3610.00,"3,290","2,890","436,850",No Match
1755-599X,International Emergency Nursing,Hybrid,2810.00,"2,560","2,250","340,040",No Match
1567-5769,International Immunopharmacology,Hybrid,3040.00,"2,770","2,430","367,870",No Match
0020-7519,International Journal for Parasitology,Hybrid,2880.00,"2,630","2,310","348,510",No Match
2211-3207,International Journal for Parasitology: Drugs and Drug Resistance,Open access,2700.00,"2,460","2,160","326,730",No Match
2213-2244,International Journal for Parasitology: Parasites and Wildlife,Open access,1930.00,"1,760","1,550","233,550",No Match
1467-0895,International Journal of Accounting Information Systems,Hybrid,3950.00,"3,600","3,160","477,990",No Match
0143-7496,International Journal of Adhesion and Adhesives,Hybrid,3480.00,"3,170","2,790","421,110",No Match
2468-6050,International Journal of Advanced Nuclear Reactor Design and Technology,Subsidised,**,**,**,**,No Match
2214-1391,International Journal of Africa Nursing Sciences,Open access,2080.00,"1,900","1,670","251,700",No Match
0924-8579,International Journal of Antimicrobial Agents,Hybrid,3280.00,"2,990","2,630","396,910",No Match
1569-8432,International Journal of Applied Earth Observation and Geoinformation,Open access,3130.00,"2,850","2,510","378,760",No Match
0888-613X,International Journal of Approximate Reasoning,Hybrid,2960.00,"2,700","2,370","358,190",No Match
0141-8130,International Journal of Biological Macromolecules,Hybrid,4260.00,"3,890","3,410","515,500",No Match
0167-5273,International Journal of Cardiology,Hybrid,3720.00,"3,390","2,980","450,160",No Match
2666-6685,International Journal of Cardiology Congenital Heart Disease,Open access,2070.00,"1,890","1,660","250,490",No Match
2212-8689,International Journal of Child-Computer Interaction,Hybrid,2930.00,"2,670","2,350","354,560",No Match
1697-2600,International Journal of Clinical and Health Psychology,Open access,2890.00,"2,640","2,310","349,720",No Match
0166-5162,International Journal of Coal Geology,Hybrid,3970.00,"3,620","3,180","480,410",No Match
2666-3074,International Journal of Cognitive Computing in Engineering,Open access,700.00,640,560,"84,710",No Match
1874-5482,International Journal of Critical Infrastructure Protection,Hybrid,2420.00,"2,210","1,940","292,840",No Match
2212-4209,International Journal of Disaster Risk Reduction,Hybrid,2830.00,"2,580","2,270","342,460",No Match
0955-3959,International Journal of Drug Policy,Hybrid,4070.00,"3,710","3,260","492,510",No Match
0738-0593,International Journal of Educational Development,Hybrid,3390.00,"3,090","2,710","410,220",No Match
0883-0355,International Journal of Educational Research,Hybrid,3210.00,"2,930","2,570","388,440",No Match
2666-3740,International Journal of Educational Research Open,Open access,1840.00,"1,680","1,470","222,660",No Match
0142-0615,International Journal of Electrical Power & Energy Systems,Open access,3330.00,"3,040","2,670","402,960",No Match
1452-3981,International Journal of Electrochemical Science,Open access,1300.00,"1,190","1,040","157,310",No Match
0020-7225,International Journal of Engineering Science,Hybrid,4790.00,"4,370","3,830","579,640",No Match
0142-1123,International Journal of Fatigue,Hybrid,3780.00,"3,450","3,030","457,420",No Match
0168-1605,International Journal of Food Microbiology,Hybrid,3970.00,"3,620","3,180","480,410",No Match
0169-2070,International Journal of Forecasting,Hybrid,1500.00,"1,370","1,200","181,520",No Match
1878-450X,International Journal of Gastronomy and Food Science,Hybrid,3350.00,"3,060","2,680","405,380",No Match
2577-4441,International Journal of Geoheritage and Parks,Subsidised,**,**,**,**,No Match
1750-5836,International Journal of Greenhouse Gas Control,Hybrid,3980.00,"3,630","3,190","481,620",No Match
1048-891X,International Journal of Gynecological Cancer,Hybrid,3800.00,"3,470","3,040","459,840",No Match
0142-727X,International Journal of Heat and Fluid Flow,Hybrid,3320.00,"3,030","2,660","401,750",No Match
0017-9310,International Journal of Heat and Mass Transfer,Hybrid,4100.00,"3,740","3,280","496,140",No Match
0278-4319,International Journal of Hospitality Management,Hybrid,3980.00,"3,630","3,190","481,620",No Match
1071-5819,International Journal of Human-Computer Studies,Hybrid,3410.00,"3,110","2,730","412,640",No Match
0360-3199,International Journal of Hydrogen Energy,Hybrid,3730.00,"3,400","2,990","451,370",No Match
1438-4639,International Journal of Hygiene and Environmental Health,Hybrid,3690.00,"3,370","2,950","446,530",No Match
0734-743X,International Journal of Impact Engineering,Hybrid,3860.00,"3,520","3,090","467,100",No Match
0169-8141,International Journal of Industrial Ergonomics,Hybrid,2770.00,"2,530","2,220","335,200",No Match
0167-7187,International Journal of Industrial Organization,Hybrid,3190.00,"2,910","2,550","386,020",No Match
1201-9712,International Journal of Infectious Diseases,Open access,2500.00,"2,280","2,000","302,530",No Match
